,coin-id,close-price,market-cap,volume
373,bitcoin,39147.70567879997,733402631079.1185,38185633278.28716
946,ethereum,2517.771695525423,292767118262.08405,29382118964.283043
2483,tether,0.9994251393760428,62737616333.26689,66539632553.563
331,binancecoin,365.2476466395085,56433712415.26453,2179322818.6380343
502,cardano,1.566823724533334,49941414967.86893,4079349030.4608793
833,dogecoin,0.3250404409034479,42257825961.92204,1933176773.9372168
2158,ripple,0.8860264997320967,40925186890.76209,2761114938.2172465
2657,usd-coin,1.0067974593233198,23762953484.245693,2621971288.557857
1997,polkadot,22.088991123662677,22042757096.994293,802526585.392608
2630,uniswap,23.38803970382653,12049808148.719368,376549534.9242012
352,bitcoin-cash,612.7461445249966,11496130846.37218,4004370971.558063
1498,litecoin,171.35388638497415,11438285652.792406,2946030261.2988696
2316,solana,38.820386099134,10521989454.932695,488535747.5349405
540,chainlink,23.39835966660662,10078863532.53329,1328820190.1132617
329,binance-usd,1.006159938741383,9609748136.296911,3771385273.207472
1573,matic-network,1.4716437917918257,9166071244.578936,1862759356.3061032
2501,theta-token,8.76034653824938,8756044605.157654,337332125.15405226
1318,internet-computer,64.82590482855947,8636982490.632097,368641192.8915823
2385,stellar,0.345875309764399,8002321741.532103,802296670.8491666
942,ethereum-classic,59.10452265230379,7530010265.240623,3679478947.6635423
2675,vechain,0.1132458523223598,7365942180.616203,823096725.0868917
2794,wrapped-bitcoin,39019.86132991973,7344554167.341899,405664146.1779742
1001,filecoin,73.5624431995955,5761245902.58321,416826837.9891597
2563,tron,0.0714611192685074,5120134373.508309,1158125553.783644
711,dai,1.0006030217920123,4994736662.232169,363779327.176294
925,eos,5.099064712474194,4871096432.937287,1559228677.6101074
1672,monero,261.5626905786736,4690137573.002736,161752836.40144634
52,aave,317.3968462535265,4040040991.786138,336698132.61629504
1435,kusama,436.1254962704306,3903226051.9433312,377832881.44892967
524,cdai,0.0215104508265353,3752612431.5316296,41179111.00385485
1832,okb,13.957430180828805,3717492805.4841766,319517473.77217937
1742,neo,49.34901479304284,3458333860.36488,400172640.6963752
2258,shiba-inu,6.851775867062376e-06,3408709377.77771,449373619.42062336
351,bitcoin-cash-sv,171.79299347945368,3215897416.082408,654688782.2340609
116,algorand,1.0420586922750823,3209283649.9094386,296349322.1302807
