,coin-id,close-price,market-cap,volume
711,bitcoin,40586.59730938673,771666602547.5923,22053774554.17729
1857,ethereum,3045.42807480128,366695398817.36127,12543243551.278517
5025,tether,1.0005182605276972,82766275585.9142,39858532327.79374
656,binancecoin,417.5653550897319,70113766960.73828,1092656125.8656168
5353,usd-coin,0.9999587068447569,50134682250.43055,6250737926.172679
4322,ripple,0.7877335942179761,37917721713.907646,4005911938.6822834
4669,solana,101.34727865599696,33734041429.04125,1039846461.4171495
947,cardano,0.9562172348718778,30654197034.917725,592228137.4808869
5012,terra-luna,80.3496141479117,28884541754.731213,1215927530.411061
457,avalanche-2,77.41784866621684,20754903817.548958,551282644.5113503
4016,polkadot,18.379594847435797,20276872295.4029,417489722.8127524
1618,dogecoin,0.1462233599382253,19399564921.502853,1192127471.5748763
653,binance-usd,0.9983801937812198,17436874853.462254,2745876334.145369
5017,terrausd,1.0033201986661755,17272985891.0388,458162984.4615695
4532,shiba-inu,2.5897521526387383e-05,14228331269.836151,499122767.58084655
5625,wrapped-bitcoin,40577.4525010981,11275894698.68962,178658730.71510714
3511,near,16.001361845271102,10753346520.132427,757933438.1198723
1272,crypto-com-chain,0.4078381439588269,10283334071.768845,49098277.95505655
4807,staked-ether,3045.772714935224,10277794325.155045,381296487.174544
3135,matic-network,1.3968320518435169,9596445689.875223,359468034.07453
1367,dai,1.0002635635802857,8791379409.684448,191549275.8579275
2968,litecoin,111.1289503571866,7787632988.07337,664670069.2050865
1202,cosmos,24.1416992137109,7066721144.760779,368846044.0795669
1016,chainlink,14.144335981656225,6605539975.060772,353020143.0559196
691,bitcoin-cash,341.5605209682702,6506503690.276005,1229900646.5336328
5202,tron,0.0619430796488676,6288899899.30088,1044288181.5653352
2085,ftx-token,42.61267644260996,5849591958.607837,149770744.3030419
2910,leo-token,5.771148432438405,5397283096.801245,2597364.056194005
3703,okb,20.413341679113053,5312878742.439795,49546375.76939268
4840,stellar,0.2046155153498799,5069654235.37784,430515027.7398012
1849,ethereum-classic,37.44887080510853,5033349495.910813,332077802.39372194
227,algorand,0.7404247456493694,4965793938.290721,158415581.5349485
5305,uniswap,9.782725248147653,4464839715.595794,212769873.7445336
3371,monero,239.50555152930207,4336962436.591036,165982769.13032034
5391,vechain,0.0617069026702748,4113600649.0770087,213537384.5253277
2379,hedera-hashgraph,0.2006048747546352,4017735121.9480033,34953905.302836835
2609,internet-computer,16.839748737590842,3778112126.2114,110715117.03069524
475,axie-infinity,48.06167500977831,3724415714.185847,376812806.1174657
1970,filecoin,19.08006783400573,3700185508.712197,198305805.17806917
1783,elrond-erd-2,155.57426928092025,3452715367.7291803,62721285.96323799
304,apecoin,12.211134947638373,3388416580.1089582,465222979.7361442
5061,the-sandbox,2.806783726182309,3261841628.6324334,194839156.73871085
1424,decentraland,2.147072493198468,3254676534.490407,214859629.17086872
1146,compound-ether,60.8854122334375,3179781979.1054764,52.63120637644621
5074,theta-token,3.055123063120019,3058093835.387028,99498744.41266452
1938,fantom,1.1790619141054313,2995112436.287472,323466815.7289772
5028,tezos,3.2058282824820523,2818421679.6791744,255486401.61804247
3071,magic-internet-money,1.0005900858490775,2817446382.351894,22081782.423146456
2811,klay-token,1.0088109296302412,2792981920.030091,38622548.54627613
2060,frax,1.002211541324932,2702083195.465795,17729852.690662876
5079,thorchain,8.483336129384973,2553333855.587099,135147719.2304643
5045,the-graph,0.3691493922707828,2478291557.8412027,87786978.30749603
119,aave,176.2638000542873,2413454366.075661,193856267.8401812
1817,eos,2.4234466984842307,2411441340.402369,451885194.6257437
3818,pancakeswap-token,8.146639994590215,2328346431.976048,106184816.00218438
1461,defichain,4.329658223411158,2237023681.3785167,13568024.493156476
5537,waves,22.109176690528123,2209685471.711497,499463792.0031115
2015,flow,5.936353879539242,2139435436.8166056,64128976.85299069
2385,helium,20.494119708515363,2059412258.4250035,7505687.297491998
3786,osmosis,5.902185622122676,2046204703.765246,38470787.49936525
2850,kucoin-shares,20.020532547213843,1968664841.4976592,9792573.85110222
