,coin-id,close-price,market-cap,volume
685,bitcoin,42401.89559748944,803937099701.4115,28688623151.357098
1791,ethereum,2969.78498365825,356813271188.88025,15671928047.784338
4831,tether,0.9996097475057056,80845440414.56433,54922193565.53534
630,binancecoin,403.974420320891,67944911784.28478,1410134835.8988323
5148,usd-coin,0.9995525568534768,52648557137.90509,3291374405.242808
4162,ripple,0.8372243965986176,40301095225.54096,3549893085.552186
4819,terra-luna,92.98001768722855,33696068959.487934,1640377199.0422878
906,cardano,0.9757492193915333,31106610233.077805,1339383877.7756891
4495,solana,90.5041358711658,29048148956.10171,1405727754.2331312
439,avalanche-2,84.08753239701927,22478694682.862797,1318049831.20307
3859,polkadot,20.365777074518867,22375580025.085613,858765012.0841838
627,binance-usd,1.0000336112580537,17663976262.571278,4021037288.4347463
1557,dogecoin,0.1223767724481585,16238962822.171598,468365801.74286
4824,terrausd,1.0045351935768316,15658940460.52834,634030535.0345569
4366,shiba-inu,2.348246922185876e-05,12899333886.856571,674693557.3514581
5411,wrapped-bitcoin,42346.000915260185,11571218053.203856,286544675.59012455
1220,crypto-com-chain,0.4172854266875127,10562902485.63646,76458338.03594436
3015,matic-network,1.5058924071893065,10339425167.499607,584427913.61521
1312,dai,0.9988920598180072,9498141885.316845,251685313.37755904
2856,litecoin,122.8543693526866,8564524535.414073,940390291.433704
4624,staked-ether,2969.6891912094134,8162546226.439241,9126624.065559585
1154,cosmos,28.03162167585189,8157876830.086418,609909242.8441608
3377,near,11.04824923586259,7268547869.291927,310081158.9797639
974,chainlink,15.480076368021386,7213846823.401752,622586977.5567615
664,bitcoin-cash,377.38068345515467,7175323049.407966,2220654565.0021777
5002,tron,0.0634500849039744,6438513554.919491,790994963.0855192
2011,ftx-token,45.28900175911901,6222802508.694435,99841608.369097
1783,ethereum-classic,45.99705920389776,6133341760.80547,2565500203.64799
2799,leo-token,6.1866145437638345,5806044064.750314,786192.9537307381
216,algorand,0.8241745698781933,5457557313.426654,247455743.09775573
3557,okb,19.635927132498512,5118268833.336008,164853364.4111825
4655,stellar,0.2075180159621776,5113338876.912759,306786972.7260408
5105,uniswap,9.754439051132485,4458552368.256108,235868859.8862974
2288,hedera-hashgraph,0.2144504372963393,4278969943.456427,67075771.87619522
1718,elrond-erd-2,185.4471505972483,4079990353.067662,224222795.895936
456,axie-infinity,52.38195839262781,4037282486.784863,307375970.89419454
2512,internet-computer,18.02989957523777,3881554648.8222175,190219930.6514527
1366,decentraland,2.437019572150335,3681766316.13974,326302738.6569232
4866,the-sandbox,3.1184117575853145,3557451521.283606,413060318.376788
5184,vechain,0.0532428378888666,3554446386.5175405,283248454.362007
3241,monero,193.87856631848928,3505752207.4873905,151471870.74107662
1901,filecoin,18.286622693302345,3300284121.904936,249279518.0346881
5328,waves,32.630688028860106,3259684841.656031,854827130.8022566
1871,fantom,1.2720772331127692,3231587976.3925667,482646051.154524
1100,compound-ether,60.05369531066324,3218634931.5625725,6542.724362957926
2707,klay-token,1.1167899072075973,3085381285.8282137,63866066.18566524
4879,theta-token,3.0754625916176432,3072819677.017827,154184370.85388932
4834,tezos,3.2992460038384728,2905149585.3573503,109852336.54247348
3641,osmosis,8.674816318713873,2834337026.649535,64065933.31988829
1985,frax,0.998246480379878,2786499106.701956,23671764.612737138
2953,magic-internet-money,0.9940054763138932,2768344379.2601776,35505592.99289912
4884,thorchain,8.590547541806592,2589873308.7615867,207419715.6926364
1105,compound-usd-coin,0.0225217554176139,2529117098.892601,0.0
1751,eos,2.557254475155013,2524985770.585643,871417975.1592357
4851,the-graph,0.4095713524288037,2520285555.608231,192100165.2277435
2294,helium,25.082955616120334,2519315718.484562,45298740.13470584
1943,flow,6.147461664161064,2183842515.6617126,102481030.69303028
2532,iota,0.7757151263696948,2157759496.4931264,51332593.63297883
5567,zcash,174.47255105280618,2143752161.3104827,186510261.5779277
115,aave,152.8163806054462,2088488148.227164,192582248.51162323
938,cdai,0.0218849662215797,2086608774.4790325,505.50857179570096
3671,pancakeswap-token,6.928291534641028,1926949770.6170375,128970590.49355394
4878,theta-fuel,0.1701180446388191,1886178773.9046776,18373219.491669856
2966,maker,2040.0995550804987,1839888534.170509,53546969.91022968
2039,gala,0.2410434334198709,1815488914.4860368,724432866.3234537
663,bitcoin-cash-sv,91.7262771387289,1745652547.943908,258137420.42541716
714,bittorrent,1.862111037361036e-06,1718515707.478987,123832444.5860818
4013,quant-network,126.78482216509056,1700685705.1346302,34611854.31251549
2390,huobi-btc,42167.60571803583,1681589611.009173,1573217.2328473183
3388,neo,23.83439374681692,1678145005.978188,233421565.51710564
2266,harmony,0.1418893694025365,1677504540.983641,85622577.39150423
1672,ecomi,0.0028292108105346,1654577158.2070978,5812492.5562421
290,apecoin,12.26612700962256,1621983419.0305803,1694958189.3887312
369,arweave,31.93417781763029,1600779131.6279314,31864495.105423342
1661,ecash,8.383510956657113e-05,1594622635.4423046,29230526.895434108
2615,juno-network,32.31302118652764,1485868780.2836835,7237060.511714543
4043,radix,0.1457330347468487,1431704756.711818,415401.39551547886
2396,huobi-token,9.114695094440956,1418810324.9916024,23391784.616843347
2751,kusama,158.024187278045,1415880330.714247,66015545.39827497
1346,dash,130.6606485720127,1394148196.6106102,485591317.9000021
2745,kucoin-shares,18.256337136159296,1385403715.2084303,7039641.433404737
751,blockstack,1.3122878303469525,1379296577.6294165,27466720.799364444
951,celsius-degree-token,3.226141466243822,1367576596.668254,2362701.1103359405
1740,enjincoin,1.4600533074589197,1363351936.5388632,125850850.28038605
5008,true-usd,0.9996527681986828,1361638045.0851266,117134387.80794238
2379,humans-ai,0.0424222565937655,1309127901.9760866,669343.6769378089
261,amp-token,0.0264500518496192,1271466143.370865,33954611.60228091
